,wavelength,flux,sigma
0,5.1567602,0.276385835673013,0.0027493078999999998
1,5.1869998,0.2647695805997604,0.0018426567
2,5.2172499000000006,0.283517783449131,0.0012086582000000001
3,5.24749,0.2958389089072421,0.0011934267
4,5.2777301,0.2839276573739014,0.0016550692000000002
5,5.3079699,0.2833976372477872,0.0012072276
6,5.3382100999999995,0.28943111150224277,0.0012004076
7,5.368460099999999,0.29440351076260063,0.0012193961
8,5.398700099999999,0.2903325511665122,0.0012400744
9,5.4289399000000005,0.2932564043730772,0.0012909955
10,5.45918,0.2876182965400398,0.0014826947
11,5.4894199,0.28523739773295614,0.0011783192999999998
12,5.519670099999999,0.2854558760876626,0.0011824946
13,5.5499099,0.28780960764137975,0.0014477482
14,5.58015,0.28530559566902075,0.0011623282
15,5.6103903,0.2875037252744821,0.0012999885000000001
16,5.6406295,0.28174126892108037,0.0011248917
17,5.6708798,0.2837096435971771,0.0010919599
18,5.7011202,0.2848368576021912,0.0010842167999999999
19,5.7313598,0.29008084492749003,0.0010776538
20,5.7616001,0.29257114129078443,0.0010735078
21,5.7918403,0.2920692703669536,0.0011053208
22,5.8220904,0.29123493054533645,0.0010993465
23,5.8523304000000005,0.2870030580299688,0.001093117
24,5.882569999999999,0.29252505304323495,0.0011067784
25,5.9128099999999995,0.29461339442463685,0.0010917106
26,5.9430501,0.28771305988981216,0.0011369567
27,5.9732998,0.28658991094214215,0.0011759825
28,6.0035397,0.2909821895644449,0.001153678
29,6.0337798,0.29132108864384815,0.0011752619
30,6.0640204,0.2896934502419024,0.0011970302
31,6.0942604000000005,0.29081557500629357,0.0012196461
32,6.1245098,0.28808368753367963,0.0012166528
33,6.1547498,0.28931673029131416,0.0012358661
34,6.184989900000001,0.2904404916372334,0.0012471941000000001
35,6.2152301,0.28902955774678946,0.0012349559
36,6.2454700999999995,0.2866782229931167,0.001337835
37,6.275720099999999,0.2881669209026218,0.0012482382
38,6.3059603,0.2869381332569604,0.0014221411999999999
39,6.3362003,0.2919825526631452,0.0012267271
40,6.3664399000000005,0.2894448587870788,0.0015137479999999999
41,6.39668,0.2875383257755634,0.0013357923
42,6.4269299,0.28765952783595744,0.001145961
43,6.4571699,0.28342047547904714,0.0011260215
44,6.4874103,0.2867306041606064,0.0011275649
45,6.5176503,0.2872688916630851,0.0011354622
46,6.5478899,0.2897189070036072,0.0011625935000000001
47,6.5781401,0.2855044878383425,0.0011827393
48,6.60838,0.2869852140120172,0.0011884388
49,6.638619900000001,0.2885745564062054,0.0011788033
50,6.6688603,0.28720873937298447,0.0012567225
51,6.699100200000001,0.29018515324307786,0.0011961563
52,6.729350099999999,0.2861631643897465,0.0013014843
53,6.759589999999999,0.29577489217301706,0.001333171
54,6.7898304000000005,0.2962064534426825,0.0013049447
55,6.8200696,0.2951231948499361,0.0013430115
56,6.8503099,0.30085228605734554,0.0013807432
57,6.8805597999999994,0.2966798161721528,0.0013829254999999999
58,6.9107997999999995,0.2929545131533901,0.0013828785
59,6.9410402,0.28905468719218863,0.0013954104999999999
60,6.9712803,0.2911471041895251,0.0016563491000000001
61,7.0015203999999995,0.2977312934074824,0.0014279385
62,7.0317704,0.2940275193547572,0.0014480087
63,7.0620099000000005,0.28849729919948847,0.0014192475
64,7.092249900000001,0.28580327483242146,0.0013341984
65,7.122490099999999,0.2896367717280775,0.0013060334
66,7.15273,0.29310954493775865,0.0012874979
67,7.1829803,0.2976767477289393,0.001462913
68,7.2132201,0.2992455536645975,0.0015420097
69,7.243460099999999,0.30249813802791053,0.0017601079999999998
70,7.2737002,0.30274054214869883,0.0013419985999999998
71,7.303939999999999,0.30286857561714897,0.0013784479000000002
72,7.3341899999999995,0.2928762423219848,0.0010187739
73,7.364430099999999,0.30225536435645467,0.0013747853
74,7.3946698,0.2827852389985617,0.00083824077
75,7.424910000000001,0.30494247284674153,0.0015096623
76,7.45515,0.29352420190402734,0.0008581618800000001
77,7.485400200000001,0.3061223636597795,0.0015201884
78,7.5156398,0.2967262528531889,0.0008920371000000001
79,7.5458796,0.2999871045928665,0.0015588711
80,7.576119599999999,0.3028867891857681,0.0011260341
81,7.636599900000001,0.3007191211139105,0.0013390266
82,7.6970901,0.29145713608249074,0.00064776605
83,7.757569800000001,0.2972180297644979,0.0006504395400000001
84,7.81805,0.3047039965216208,0.00062327033
85,7.8785402,0.30812493761051835,0.00062572391
86,7.939019999999999,0.30890897630697506,0.00062425399
87,7.999510000000001,0.3121701342457773,0.00061581652
88,8.0599898,0.3209165433028922,0.0005998276
89,8.120469900000002,0.3322380025292763,0.0005981133200000001
90,8.1809596,0.34577483353941457,0.00061093307
91,8.241439900000001,0.35634256778267864,0.00060772999
92,8.301919999999999,0.3640695026922812,0.00060263156
93,8.362409399999999,0.3732142768105173,0.00059969758
94,8.4228895,0.3833164194469219,0.00059075534
95,8.483369699999999,0.40013656031873956,0.0005948575
96,8.5438605,0.4114167565734345,0.00061715814
97,8.6043395,0.4161522738558376,0.00065584689
98,8.6648301,0.41878171132479225,0.0007748873200000001
99,8.725310400000001,0.42457046912713914,0.00073716013
100,8.7857902,0.4398200513372751,0.00076437824
101,8.846280300000002,0.4566516060454275,0.00075926082
102,8.906760499999999,0.4710327441866186,0.00077038393
103,8.967240199999999,0.49019614249037363,0.00079979442
104,9.027729699999998,0.5068127454130479,0.00080879973
105,9.0882102,0.5217501312191648,0.00077901447
106,9.148690199999999,0.5378563529940621,0.00078231409
107,9.2091796,0.550123809136642,0.00078414913
108,9.2696601,0.5635565324444121,0.0008141543
