wavelength,flux,sigma
19.871544,0.253421,0.007285
19.886707,0.270494,0.00666
19.901833,0.289558,0.044853
19.916962,0.268586,0.012116
19.932079,0.255368,0.004337
19.947178,0.247703,0.002298
19.962263,0.237408,0.081776
19.977333,0.245289,0.004135
19.992386,0.272029,0.170385
20.008863,0.24669,0.003477
20.025791,0.27375,0.005263
20.042702,0.268244,0.005374
20.059589,0.255049,0.01647
20.076458,0.273696,0.019811
20.093309,0.261563,0.003285
20.110138,0.253994,0.014942
20.126949,0.260896,0.009546
20.143742,0.262433,0.011329
20.160515,0.264042,0.005969
20.177267,0.267734,0.01693
20.194002,0.255815,0.004665
20.210716,0.263405,0.004174
20.227413,0.268305,0.006862
20.244089,0.253316,0.003589
20.26075,0.267431,0.013211
20.277388,0.262071,0.178938
20.294008,0.252458,0.086764
20.310612,0.267379,0.007666
20.327194,0.28195,0.016233
20.343758,0.247132,0.005341
20.360306,0.264211,0.12297
20.376833,0.25491,0.011234
20.393341,0.262645,0.005546
20.409834,0.274759,0.007593
20.426308,0.276161,0.007588
20.44276,0.275668,0.004152
20.459198,0.265876,0.007326
20.475616,0.266575,0.018654
20.492018,0.237779,0.091864
20.508394,0.26018,0.00516
20.524755,0.268329,0.003959
20.5411,0.254104,0.003457
20.573742,0.269851,0.003874
20.590034,0.264387,0.072397
20.606308,0.258633,0.009302
20.622566,0.259041,0.005183
20.638807,0.246672,0.005023
20.655029,0.265946,0.004548
20.671236,0.253675,0.004161
20.687424,0.245912,0.059147
20.703594,0.260601,0.003985
20.719749,0.261364,0.01021
20.735886,0.26558,0.128927
20.752007,0.253769,0.004667
20.768108,0.248748,0.002413
20.784195,0.246745,0.004395
20.800255,0.279294,0.126772
20.816305,0.2554,0.002266
20.832336,0.249483,0.057419
20.848354,0.26374,0.007462
20.864357,0.271957,0.002329
20.880341,0.24758,0.002543
20.896196,0.26504,0.004598
20.916592,0.260179,0.006026
20.93466,0.261746,0.006264
20.952705,0.269237,0.002867
20.97073,0.264624,0.003174
20.988731,0.27712,0.003786
21.006714,0.265918,0.180266
21.024673,0.258564,0.008867
21.042614,0.263163,0.002819
21.06053,0.28149,0.002761
21.078426,0.269046,0.00328
21.096302,0.299756,0.006627
21.114159,0.26994,0.004034
21.131992,0.270811,0.020953
21.149807,0.27063,0.002419
21.167599,0.273538,0.084096
21.185371,0.281802,0.022243
21.203125,0.256091,0.0026
21.220856,0.256392,0.143422
21.238565,0.266929,0.107868
21.256256,0.269633,0.002222
21.273926,0.266714,0.009278
21.291576,0.269344,0.010961
21.309208,0.259095,0.002419
21.326817,0.265685,0.003127
21.344406,0.267737,0.002554
21.361977,0.256579,0.127922
21.379528,0.252921,0.142445
21.397058,0.256659,0.017299
21.41457,0.256861,0.003237
21.43206,0.263056,0.002783
21.449532,0.255534,0.152448
21.466984,0.265054,0.147135
21.484417,0.263221,0.079909
21.501829,0.263672,0.002424
21.519222,0.267632,0.002989
21.536598,0.261378,0.011534
21.553953,0.257994,0.005742
21.571289,0.259513,0.003135
21.588608,0.269836,0.181125
21.605904,0.254975,0.088314
21.623184,0.262281,0.004422
21.640446,0.263494,0.013479
21.657686,0.262881,0.003543
21.67491,0.264224,0.007312
21.692114,0.258951,0.003226
21.709299,0.265328,0.00479
21.726467,0.259812,0.0112
21.743614,0.267185,0.007768
21.760746,0.26815,0.007114
21.777857,0.273484,0.117919
21.79495,0.257427,0.0109
21.812023,0.262159,0.05196
21.829079,0.274793,0.008024
21.846117,0.277347,0.016744
21.863136,0.260555,0.008146
21.880138,0.262644,0.007432
21.897121,0.265861,0.058829
21.914089,0.258772,0.002795
21.931036,0.257185,0.015457
21.947966,0.265647,0.002453
21.964878,0.250768,0.016014
21.981773,0.254733,0.002462
21.99865,0.256183,0.007812
22.015511,0.246926,0.004408
22.032352,0.255325,0.006612
22.049175,0.249355,0.004355
22.065983,0.255693,0.016454
22.082771,0.255649,0.003526
22.099541,0.258069,0.003998
22.118357,0.271103,0.00371
22.137482,0.274945,0.018609
22.156586,0.264005,0.003172
22.175667,0.269548,0.113517
22.194725,0.246458,0.126572
22.21376,0.269505,0.010372
22.232773,0.269302,0.006203
22.25176,0.259698,0.004048
22.270729,0.264801,0.12213
22.289673,0.271028,0.107142
22.308594,0.271543,0.005372
22.327494,0.264123,0.081933
22.346371,0.263455,0.021355
22.365229,0.263048,0.008202
22.38406,0.249776,0.003235
22.402872,0.253571,0.008256
22.421661,0.262792,0.009273
22.440428,0.255375,0.003498
22.459175,0.25949,0.004989
22.477898,0.262739,0.003273
22.496599,0.277523,0.005087
22.51528,0.249583,0.074167
22.533939,0.259345,0.011286
22.552576,0.258967,0.014241
22.571192,0.258157,0.004309
22.589785,0.256819,0.003445
22.608356,0.332702,0.008702
22.626909,0.258373,0.086592
22.645441,0.266092,0.00373
22.663952,0.263418,0.004493
22.68244,0.262917,0.009226
22.700909,0.252369,0.079051
22.719357,0.258291,0.006385
22.737782,0.26142,0.003398
22.756187,0.262418,0.004734
22.774574,0.256027,0.004251
22.792938,0.255628,0.080535
22.811283,0.267944,0.084393
22.829607,0.255299,0.004667
22.847912,0.256985,0.005782
22.866194,0.254526,0.003644
22.884457,0.256447,0.011476
22.9027,0.254294,0.107447
22.920925,0.259045,0.010138
22.939127,0.258241,0.004468
22.95731,0.257784,0.013355
22.975473,0.257148,0.002996
22.993618,0.254483,0.002428
23.011742,0.2586,0.006684
23.029846,0.25014,0.021701
23.04793,0.253583,0.012172
23.065996,0.259959,0.00309
23.084038,0.259186,0.004333
23.102062,0.264457,0.003591
23.12007,0.266371,0.00492
23.138056,0.265476,0.013156
23.156025,0.252093,0.024329
23.173971,0.244775,0.090738
23.209812,0.258652,0.003793
23.227703,0.251107,0.015294
23.245575,0.266684,0.003833
23.263428,0.250103,0.004069
23.281263,0.260657,0.004831
23.29908,0.241427,0.012469
23.316879,0.247897,0.087904
23.334652,0.257101,0.006099
23.352413,0.251039,0.005249
23.370152,0.251182,0.005097
23.387875,0.243138,0.015754
23.405579,0.247706,0.004039
23.423264,0.255793,0.019169
23.440933,0.263371,0.014351
23.458582,0.254364,0.033375
23.476212,0.261012,0.098931
23.493828,0.257778,0.079838
23.511419,0.25783,0.008541
23.528996,0.257757,0.01074
23.546551,0.261233,0.008722
23.564093,0.243835,0.100443
23.581615,0.253463,0.005012
23.599121,0.247854,0.02003
23.607841,0.271633,0.009674
23.627974,0.261929,0.00271
23.648083,0.262722,0.066761
23.668167,0.262614,0.109332
23.688229,0.253833,0.005089
23.708265,0.264314,0.006298
23.728291,0.262003,0.006255
23.74828,0.26201,0.033144
23.768255,0.282351,0.012425
23.808121,0.270351,0.101745
23.828022,0.260489,0.005074
23.847897,0.267244,0.096251
23.887581,0.259693,0.004691
23.907387,0.248707,0.003673
23.927174,0.258912,0.003036
23.946926,0.258244,0.006581
23.966667,0.259903,0.019295
23.986374,0.254862,0.005954
24.005835,0.253501,0.006835
24.025743,0.254796,0.016306
24.045395,0.251289,0.004786
24.065023,0.258769,0.153702
24.084629,0.250273,0.013068
24.104214,0.257851,0.00243
24.123533,0.246797,0.109233
24.143074,0.261419,0.158842
24.162592,0.248279,0.008628
24.182087,0.246972,0.06912
24.201563,0.258318,0.005304
24.221016,0.25535,0.008053
24.240448,0.251003,0.016982
24.259859,0.245017,0.004631
24.279249,0.2512,0.004836
24.298616,0.23982,0.007759
24.317965,0.242253,0.00221
24.33729,0.232608,0.003715
24.356596,0.219781,0.075634
24.375881,0.247044,0.003451
24.395144,0.243222,0.007053
24.414387,0.24706,0.008912
24.433609,0.251592,0.103181
24.45281,0.248174,0.002055
24.471992,0.246072,0.002465
24.491133,0.241248,0.008349
24.510271,0.24994,0.003407
24.529388,0.23899,0.099523
24.548487,0.245619,0.004748
24.567566,0.235922,0.113932
24.586622,0.256961,0.003458
24.605661,0.25544,0.002656
24.624678,0.253336,0.0047
24.643677,0.25421,0.003967
24.662655,0.239355,0.003305
24.681612,0.235873,0.004662
24.700268,0.24142,0.00213
24.719185,0.255663,0.146545
24.738369,0.242633,0.115522
24.757227,0.251206,0.003034
24.776085,0.250011,0.00288
24.813454,0.253016,0.032658
24.832253,0.24664,0.005147
24.85103,0.253928,0.002139
24.869793,0.236987,0.080456
24.888535,0.242748,0.002416
24.907257,0.239207,0.00306
24.925961,0.241069,0.003963
24.944633,0.244546,0.002313
24.963287,0.245825,0.01011
24.981934,0.247463,0.002345
25.000559,0.246894,0.007235
25.019165,0.235,0.068581
25.037756,0.255413,0.002445
25.056326,0.251298,0.002595
25.074879,0.241048,0.016889
25.093414,0.264246,0.109597
25.117496,0.247579,0.004202
25.138977,0.245976,0.00627
25.160435,0.247519,0.01856
25.181866,0.245376,0.023271
25.20327,0.257828,0.085049
25.224651,0.250403,0.014043
25.246006,0.249791,0.011783
25.267338,0.262869,0.0028
25.288645,0.241575,0.007446
25.309925,0.24107,0.011205
25.331184,0.250774,0.002366
25.373196,0.253411,0.017293
25.394377,0.247787,0.136084
25.415535,0.251776,0.004119
25.436668,0.249066,0.012553
25.457777,0.245227,0.005373
25.478863,0.253516,0.00311
25.499926,0.241815,0.020729
25.520962,0.245892,0.002479
25.541977,0.247111,0.004485
25.562523,0.254433,0.012658
25.583488,0.240454,0.083261
25.604431,0.261985,0.003717
25.625349,0.255131,0.001989
25.646244,0.256216,0.009554
25.667114,0.243685,0.007445
25.687962,0.266025,0.127794
25.708788,0.250736,0.002754
25.729589,0.245414,0.113023
25.75037,0.24887,0.004968
25.771126,0.247878,0.013363
25.791859,0.258938,0.003692
25.812569,0.260905,0.006167
25.833227,0.247028,0.005726
25.853861,0.257918,0.010381
25.874504,0.250877,0.004048
25.895123,0.254123,0.004959
25.915718,0.250126,0.12404
25.936293,0.237729,0.082781
25.956844,0.249215,0.005037
25.977375,0.256717,0.004412
25.997883,0.270225,0.005744
26.01837,0.253392,0.003458
26.038834,0.247788,0.011202
26.059277,0.259338,0.003514
26.079697,0.261042,0.006065
26.100096,0.250438,0.012512
26.120472,0.229216,0.089882
26.140827,0.246871,0.054305
26.161163,0.247427,0.00377
26.181477,0.24773,0.003442
26.201736,0.243941,0.009672
26.22197,0.243488,0.123233
26.242218,0.244086,0.091138
26.262444,0.234869,0.003069
26.28265,0.24264,0.004176
26.302834,0.244308,0.003912
26.322996,0.239782,0.005348
26.34314,0.240765,0.008188
26.363262,0.237365,0.083499
26.383362,0.233481,0.004408
26.403442,0.230264,0.007217
26.423504,0.244085,0.111432
26.44351,0.231671,0.003012
26.46349,0.234668,0.003576
26.483488,0.236457,0.012415
26.503464,0.236139,0.01011
26.52342,0.234231,0.00384
26.543358,0.233347,0.002268
26.563272,0.239861,0.001945
26.582659,0.241898,0.002123
26.602533,0.239131,0.002575
26.622389,0.231447,0.083025
26.642153,0.240202,0.003679
26.661966,0.229603,0.004135
26.681759,0.239858,0.004006
26.701532,0.247133,0.003988
26.721287,0.24541,0.008723
26.741022,0.232192,0.07694
26.760738,0.236164,0.00292
26.780436,0.248885,0.101467
26.800112,0.231467,0.10731
26.819695,0.229543,0.004414
26.839331,0.232422,0.004787
26.858948,0.232944,0.01337
26.878546,0.242914,0.023441
26.898125,0.23524,0.00358
26.917685,0.251512,0.003906
26.937227,0.238486,0.004766
26.956751,0.2394,0.002606
26.976175,0.236973,0.006808
26.995659,0.236428,0.004429
27.015123,0.233689,0.004312
27.034569,0.238445,0.008141
27.053995,0.236656,0.004291
27.072863,0.221665,0.083276
27.092253,0.224976,0.002612
27.112087,0.23156,0.008408
27.131439,0.214931,0.081764
27.169538,0.22577,0.005274
27.188835,0.234799,0.004218
27.208115,0.241313,0.004261
27.227924,0.235897,0.005577
27.246532,0.235661,0.003963
27.265755,0.232201,0.004387
27.284958,0.226984,0.005363
27.311363,0.229484,0.094045
27.333836,0.257917,0.00316
27.355576,0.237693,0.039328
27.377995,0.299231,0.040513
27.400391,0.251374,0.003134
27.42276,0.248823,0.003927
27.445105,0.267194,0.002894
27.467424,0.227989,0.077905
27.489719,0.229195,0.08283
27.511272,0.257239,0.036921
27.533518,0.251532,0.003469
27.555737,0.240312,0.006652
27.577934,0.248416,0.009565
27.600105,0.265589,0.149314
27.622253,0.248654,0.039437
27.644377,0.244875,0.0611
27.666477,0.239396,0.004658
27.688553,0.259926,0.004302
27.710602,0.255379,0.004432
27.732632,0.219784,0.007575
27.754637,0.248208,0.114707
27.798502,0.237354,0.004506
27.820358,0.221865,0.085452
27.842266,0.250912,0.005978
27.886015,0.244026,0.00327
27.907854,0.234324,0.102576
27.92967,0.236117,0.00373
27.951464,0.237087,0.066275
27.973236,0.250907,0.004042
27.994984,0.244098,0.014932
28.016708,0.232623,0.002974
28.03841,0.240323,0.005485
28.060091,0.246841,0.002496
28.081749,0.249747,0.010258
28.103384,0.233971,0.108888
28.124081,0.228778,0.005015
28.145666,0.242955,0.007714
28.167992,0.236355,0.06092
28.188774,0.235925,0.005258
28.210295,0.277021,0.005407
28.231794,0.315142,0.087397
28.253271,0.259716,0.005488
28.274727,0.241616,0.003887
28.29616,0.228086,0.003909
28.316801,0.250944,0.031312
28.338964,0.252347,0.027005
28.360168,0.247979,0.016459
28.380737,0.233555,0.003753
28.402061,0.22571,0.070074
28.423361,0.255817,0.00338
28.444641,0.240752,0.003292
28.4659,0.239768,0.009158
28.487139,0.233096,0.003341
28.508356,0.238287,0.005272
28.529552,0.240502,0.002901
28.550644,0.236455,0.004244
28.571711,0.242563,0.023016
28.592842,0.247051,0.007347
28.613953,0.243055,0.003429
28.635042,0.249741,0.006395
28.656113,0.2415,0.046378
28.677162,0.233218,0.003619
28.698193,0.228815,0.002699
28.719202,0.237411,0.022176
28.740013,0.247133,0.03919
28.760979,0.249833,0.056703
28.781923,0.214637,0.003297
28.802849,0.226387,0.003856
28.823757,0.230025,0.004987
28.844643,0.229069,0.105232
28.865509,0.225118,0.003632
28.886356,0.226229,0.003121
28.907,0.236711,0.005843
28.927803,0.243307,0.006054
28.948589,0.221407,0.005585
28.969353,0.224309,0.004876
28.990101,0.207871,0.005842
29.023945,0.259298,0.047103
29.048481,0.245044,0.012312
29.071966,0.213146,0.039158
29.096445,0.239744,0.003872
29.120895,0.251823,0.006697
29.145319,0.249009,0.007002
29.169714,0.226382,0.00387
29.19305,0.249434,0.015119
29.217388,0.247891,0.002807
29.241699,0.248209,0.003913
29.290239,0.228012,0.003283
29.314468,0.234478,0.003491
29.338671,0.240121,0.003969
29.362846,0.23762,0.003067
29.386995,0.23405,0.007794
29.411118,0.234317,0.011771
29.435213,0.254544,0.002564
29.459282,0.244259,0.088894
29.483324,0.238245,0.00594
29.507341,0.248428,0.003139
29.53133,0.241659,0.004425
29.555294,0.242496,0.002599
29.579235,0.234408,0.003117
29.603146,0.235593,0.009331
29.625971,0.257318,0.119181
29.64983,0.245354,0.00338
29.673664,0.252341,0.021019
29.697472,0.233659,0.002568
29.721254,0.241022,0.012373
29.743942,0.240429,0.016514
29.768745,0.240744,0.033699
29.792452,0.246836,0.005061
29.814913,0.241745,0.004283
29.838566,0.255167,0.003635
29.862045,0.254818,0.0066
29.885647,0.228895,0.015019
29.909225,0.226164,0.003219
29.95631,0.230973,0.003675
29.979813,0.224886,0.002995
30.003296,0.222825,0.004287
30.026752,0.233753,0.004381
30.050182,0.235151,0.004963
30.073591,0.237644,0.00321
30.096975,0.231214,0.001913
30.120337,0.220963,0.07004
30.143673,0.223794,0.003571
30.166988,0.241665,0.00795
30.190117,0.236164,0.098851
30.21212,0.231613,0.1049
30.23646,0.225267,0.00636
30.259674,0.221236,0.004399
30.281763,0.231871,0.005248
30.304932,0.239031,0.083769
30.328075,0.22792,0.003597
30.351198,0.234983,0.003595
30.373184,0.251911,0.003582
30.396259,0.245704,0.003348
30.420427,0.236869,0.003989
30.442177,0.226335,0.085391
30.465014,0.27726,0.07807
30.487993,0.23257,0.003432
30.510952,0.231572,0.008041
30.533886,0.230584,0.00504
30.556801,0.225509,0.003081
30.579693,0.230034,0.002727
30.602562,0.241036,0.003124
30.625408,0.232799,0.013053
30.648235,0.242329,0.004186
30.670866,0.244085,0.004997
30.69347,0.255034,0.007966
30.716225,0.248386,0.02494
30.73896,0.226252,0.004549
30.761673,0.224069,0.006553
30.784365,0.358194,0.207665
30.807035,0.229492,0.003377
30.829685,0.229293,0.002997
30.850815,0.229855,0.005176
30.873415,0.221398,0.004542
30.897139,0.235705,0.006843
30.918554,0.23499,0.011447
30.941092,0.22304,0.003767
30.96361,0.227959,0.002962
30.984955,0.213497,0.002539
31.008583,0.203974,0.071173
31.03067,0.225974,0.004819
31.051945,0.241681,0.003766
31.074352,0.227437,0.007457
31.105776,0.217195,0.004412
31.132591,0.238389,0.01495
31.159374,0.229227,0.017863
31.184685,0.242395,0.007769
31.211641,0.22957,0.007456
31.238333,0.223826,0.011719
31.264994,0.235251,0.163411
31.291624,0.241981,0.0091
31.318226,0.229101,0.008892
31.344795,0.233634,0.006949
31.371574,0.220301,0.003954
31.398087,0.203585,0.002904
31.424572,0.248009,0.00587
31.451023,0.22167,0.002863
31.477448,0.194905,0.071708
31.502375,0.223555,0.004818
31.528738,0.231487,0.102189
31.555073,0.226264,0.006378
31.581377,0.233371,0.002911
31.607655,0.224979,0.003932
31.633902,0.236475,0.00696
31.658392,0.226439,0.003695
31.684578,0.229041,0.006265
31.710739,0.253208,0.089853
31.73687,0.248196,0.004504
31.762974,0.213961,0.062811
31.788788,0.223835,0.004807
31.814831,0.238257,0.050438
31.840849,0.236497,0.005152
31.865349,0.241968,0.022933
31.89131,0.232811,0.004313
31.917242,0.231102,0.021987
31.944643,0.226496,0.00367
31.970522,0.222315,0.005938
31.996376,0.245887,0.004071
32.020699,0.244386,0.003674
32.046497,0.225189,0.010338
32.072266,0.224315,0.043115
32.096504,0.238571,0.004444
32.122219,0.232933,0.004349
32.147903,0.217274,0.003157
32.173569,0.211008,0.003726
32.199203,0.235356,0.026963
32.224812,0.219193,0.015121
32.250397,0.230858,0.003544
32.275955,0.230671,0.003337
32.301483,0.230947,0.012387
32.326988,0.235941,0.004827
32.352188,0.219928,0.003052
32.37764,0.244351,0.107141
32.401249,0.235698,0.072553
32.426647,0.214681,0.004689
32.453545,0.226585,0.004513
32.478897,0.235153,0.003431
32.502686,0.225969,0.004362
32.527985,0.249793,0.005349
32.553253,0.235521,0.004802
32.576965,0.227088,0.07476
32.602184,0.243584,0.004682
32.628922,0.225491,0.006252
32.654095,0.218047,0.02111
32.677399,0.23417,0.007522
32.702217,0.22107,0.007747
32.72731,0.238725,0.004958
32.75238,0.23068,0.003443
32.777428,0.238699,0.03575
32.802444,0.252475,0.059974
32.827446,0.236424,0.030912
32.852417,0.231495,0.018411
32.877369,0.23435,0.003145
32.902294,0.217648,0.003154
32.925636,0.231247,0.00518
32.949894,0.241352,0.100023
32.974743,0.243804,0.007299
32.999569,0.251363,0.020482
33.024368,0.244921,0.004291
33.049149,0.225961,0.008045
33.072338,0.223346,0.003471
33.097069,0.253003,0.003076
33.12178,0.222839,0.015857
33.148041,0.247424,0.004116
33.170811,0.258149,0.01179
33.195126,0.254431,0.061472
33.219738,0.249755,0.020473
33.244331,0.252475,0.002441
33.268898,0.25249,0.023612
33.293449,0.253285,0.003328
33.317974,0.262325,0.08235
33.342476,0.247309,0.111255
33.366959,0.229724,0.005838
33.391083,0.264261,0.012034
33.41518,0.205713,0.004807
33.43959,0.210484,0.005498
33.462387,0.215157,0.004843
33.486755,0.247942,0.003974
33.509506,0.288739,0.052379
33.535423,0.236382,0.005931
33.55904,0.220315,0.050886
33.581718,0.223795,0.004467
33.605972,0.188142,0.007913
33.630203,0.245537,0.007865
33.654411,0.265099,0.07806
33.678604,0.229268,0.006314
33.70438,0.219372,0.00665
33.726219,0.315082,0.016266
33.750343,0.238529,0.008342
33.774445,0.187572,0.014243
33.798523,0.267427,0.005587
33.822586,0.245915,0.010698
33.846626,0.253172,0.010223
33.870293,0.244111,0.003857
33.892311,0.238617,0.007699
33.9179,0.223896,0.009125
33.941856,0.21681,0.006984
33.964169,0.217679,0.006233
33.988083,0.272559,0.01842
34.000385,0.279974,0.053896
34.029358,0.23477,0.085983
34.056274,0.375106,0.069355
34.085178,0.257704,0.110124
34.114052,0.246318,0.005482
34.142899,0.253529,0.007502
34.171711,0.245321,0.006947
34.200493,0.233601,0.005641
34.22924,0.283667,0.011148
34.257965,0.231674,0.004806
34.286652,0.241098,0.010529
34.315311,0.270171,0.007131
34.343941,0.21876,0.005552
34.372536,0.20758,0.011258
34.399063,0.241308,0.004115
34.427597,0.237049,0.008251
34.454056,0.226851,0.121966
34.482533,0.255431,0.007539
34.510979,0.246154,0.128703
34.539394,0.211774,0.007208
34.56778,0.26755,0.018107
34.596138,0.220905,0.002699
34.624466,0.230357,0.005467
34.652771,0.238654,0.004604
34.681038,0.240693,0.012037
34.709282,0.220178,0.004109
34.737495,0.248298,0.005428
34.763615,0.20435,0.004301
34.791767,0.247955,0.01073
34.819897,0.262126,0.082496
34.847996,0.217915,0.006159
34.876068,0.182317,0.006184
34.90155,0.238049,0.092368
34.929562,0.218075,0.004974
34.957546,0.209684,0.003799
34.985008,0.212918,0.018561
35.012932,0.239409,0.00753
35.03875,0.23447,0.007311
35.068703,0.250051,0.006545
35.096546,0.229306,0.003978
35.124367,0.183557,0.041053
35.152153,0.219024,0.007338
35.179916,0.264823,0.014566
35.205563,0.226868,0.080282
35.231174,0.242618,0.004914
35.258858,0.221821,0.027437
35.288609,0.256637,0.07549
35.316238,0.236143,0.006067
35.341228,0.178525,0.013357
35.368801,0.212872,0.007866
35.395828,0.233468,0.005493
35.421242,0.217323,0.00898
35.44873,0.233219,0.007077
35.478306,0.18805,0.004858
35.505749,0.206413,0.004569
35.533165,0.257696,0.010349
35.560558,0.186704,0.004724
35.585808,0.201753,0.0067
35.613152,0.213485,0.058545
35.640465,0.217046,0.005692
35.667759,0.230294,0.005409
35.691818,0.238743,0.012443
35.719048,0.212951,0.006822
35.746258,0.134951,0.016446
35.773445,0.210099,0.006424
35.800602,0.213509,0.008667
35.82774,0.221412,0.039265
35.854851,0.239896,0.005273
35.881943,0.220956,0.012385
35.909004,0.192088,0.009811
35.932793,0.231796,0.113999
35.959801,0.208605,0.043623
35.986786,0.194514,0.011478
36.013748,0.215066,0.005885
36.038544,0.249707,0.007147
36.06546,0.18955,0.004727
36.09235,0.246513,0.005043
36.121365,0.212682,0.010857
36.145493,0.257452,0.006917
36.17231,0.295361,0.014643
36.196369,0.172989,0.009358
36.225288,0.184911,0.009112
36.252037,0.203062,0.007076
36.278763,0.241458,0.01924
36.305466,0.23639,0.00809
36.329987,0.185784,0.005291
36.356647,0.213529,0.183076
36.382088,0.252111,0.019978
36.408691,0.229282,0.00668
36.433113,0.250372,0.013505
36.459671,0.180596,0.007089
36.486214,0.166747,0.029324
36.514896,0.316545,0.073137
36.53862,0.386247,0.094404
36.56448,0.181858,0.016221
36.590927,0.093892,0.017162
36.617348,0.325062,0.013233
36.643753,0.266623,0.023221
36.670135,0.195063,0.013966
36.696499,0.209436,0.009557
36.719418,0.251767,0.016602
36.745724,0.268088,0.007258
36.772015,0.213121,0.021186
36.796101,0.260294,0.02582
36.82235,0.243165,0.015715
36.850765,0.228131,0.006705
36.874153,0.172891,0.011275
36.899696,0.203685,0.015853
