,wavelength,flux,sigma
0,5.24749,0.094564,0.013165999999999999
1,5.27773,0.098678,0.020932
2,5.30797,0.09800299999999999,0.009876000000000001
3,5.33821,0.094986,0.010544
4,5.36846,0.10166900000000001,0.009175
5,5.3987,0.100616,0.009248000000000001
6,5.42894,0.099209,0.013133
7,5.45918,0.098971,0.014266999999999998
8,5.48942,0.100783,0.009245
9,5.51967,0.097747,0.007999
10,5.54991,0.097848,0.007586
11,5.58015,0.099326,0.023372999999999998
12,5.61039,0.100475,0.009257
13,5.640630000000001,0.098341,0.005871
14,5.67088,0.09636900000000001,0.006222999999999999
15,5.7011199999999995,0.098464,0.006874
16,5.73136,0.101531,0.007698999999999999
17,5.7616,0.098719,0.005751
18,5.7918400000000005,0.097776,0.005927
19,5.82209,0.09716699999999999,0.006157999999999999
20,5.85233,0.099981,0.006106
21,5.882569999999999,0.09966799999999999,0.00877
22,5.9128099999999995,0.09879,0.007157999999999999
23,5.94305,0.099587,0.014145
24,5.9733,0.099648,0.013463
25,6.00354,0.102217,0.007195999999999999
26,6.03378,0.100313,0.00821
27,6.064019999999999,0.09792000000000001,0.007628
28,6.09426,0.099802,0.007679999999999999
29,6.12451,0.09954299999999999,0.007955
30,6.15475,0.097173,0.009226999999999999
31,6.18499,0.101914,0.008842000000000001
32,6.21523,0.102799,0.007883
33,6.24547,0.100385,0.011425
34,6.27572,0.100358,0.010613
35,6.30596,0.098656,0.006765
36,6.3362,0.103076,0.006954000000000001
37,6.36644,0.102136,0.006887000000000001
38,6.39668,0.100123,0.006618000000000001
39,6.4269300000000005,0.101991,0.012329000000000001
40,6.45717,0.09601900000000001,0.006615
41,6.48741,0.101866,0.00695
42,6.51765,0.10268599999999999,0.006665000000000001
43,6.54789,0.10258099999999999,0.010631
44,6.578139999999999,0.10475899999999999,0.008187999999999999
45,6.60838,0.105143,0.010519
46,6.6386199999999995,0.10704300000000001,0.010178
47,6.6688600000000005,0.10836400000000002,0.0077280000000000005
48,6.6991,0.09915700000000001,0.009904999999999999
49,6.72935,0.10332899999999999,0.009907
50,6.759589999999999,0.10363900000000001,0.013198
51,6.78983,0.108127,0.009343
52,6.820069999999999,0.104378,0.021959
53,6.85031,0.107526,0.011729
54,6.880560000000001,0.100873,0.013087999999999999
55,6.9108,0.10462,0.010666
56,6.941039999999999,0.106268,0.012824
57,6.97128,0.10319400000000001,0.009858
