wavelength,flux,sigma
14.707682,0.226313,0.002902
14.719073,0.225513,0.003574
14.730462,0.223635,0.00358
14.74185,0.225223,0.002956
14.753235,0.222921,0.002736
14.764618,0.22804,0.003444
14.776001,0.223608,0.003238
14.78738,0.228357,0.002842
14.798758,0.225445,0.003051
14.810133,0.221192,0.002841
14.821507,0.229746,0.00328
14.83288,0.223933,0.003629
14.84425,0.227109,0.002775
14.855618,0.227397,0.003145
14.866984,0.231043,0.003082
14.878349,0.226339,0.00309
14.889711,0.238359,0.003228
14.901073,0.234435,0.002687
14.912432,0.229434,0.002637
14.923788,0.234031,0.002177
14.935143,0.233786,0.002356
14.946496,0.233682,0.003231
14.957848,0.238143,0.002545
14.969196,0.240133,0.00285
14.980544,0.240838,0.002532
14.99189,0.235942,0.002098
15.003233,0.233609,0.002619
15.014575,0.236157,0.002571
15.025915,0.233085,0.00226
15.037252,0.232041,0.002501
15.048589,0.23683,0.002386
15.059923,0.23705,0.002563
15.071256,0.230418,0.003815
15.082586,0.237456,0.003717
15.093915,0.229738,0.003644
15.105242,0.23973,0.003548
15.116566,0.240005,0.002577
15.12789,0.239576,0.005342
15.13921,0.241945,0.003506
15.15053,0.237698,0.002679
15.161847,0.236913,0.00388
15.172903,0.244469,0.004072
15.184216,0.244109,0.004359
15.195528,0.23411,0.004033
15.211985,0.243245,0.003504
15.224035,0.242615,0.004928
15.236382,0.245485,0.003921
15.248726,0.241495,0.003711
15.261067,0.242625,0.003943
15.273407,0.246526,0.00478
15.285789,0.240916,0.003714
15.298124,0.249175,0.004611
15.310159,0.246794,0.004591
15.322489,0.250953,0.00645
15.334818,0.25329,0.00486
15.347145,0.247717,0.004583
15.35947,0.254953,0.004393
15.371793,0.248334,0.004144
15.384113,0.246931,0.003787
15.396431,0.251669,0.16716
15.408748,0.247251,0.004461
15.421062,0.261162,0.003931
15.433374,0.252613,0.003731
15.445684,0.258757,0.004322
15.457993,0.253976,0.003356
15.470299,0.248405,0.003091
15.482602,0.259779,0.004029
15.494904,0.255291,0.003017
15.507204,0.263815,0.00489
15.519501,0.26147,0.003748
15.531797,0.255653,0.003071
15.54409,0.266535,0.004195
15.556381,0.267661,0.00348
15.56867,0.273704,0.003414
15.580958,0.266762,0.00342
15.593243,0.258857,0.003037
15.605526,0.266269,0.003849
15.617499,0.262885,0.003873
15.629778,0.276511,0.003677
15.642055,0.275562,0.003684
15.654329,0.260437,0.003221
15.666601,0.267715,0.003286
15.678919,0.268274,0.003792
15.691188,0.274161,0.002861
15.703454,0.274825,0.003425
15.715718,0.26783,0.003402
15.727981,0.273064,0.003934
15.74024,0.27265,0.004226
15.752186,0.274683,0.004035
15.764441,0.277887,0.003633
15.776695,0.271814,0.004418
15.788947,0.277514,0.003812
15.801196,0.273754,0.003993
15.813444,0.265221,0.049136
15.825689,0.280759,0.003249
15.837933,0.276446,0.003436
15.850174,0.281586,0.003086
15.862413,0.280015,0.004436
15.874651,0.273106,0.003197
15.886887,0.280905,0.003328
15.899118,0.28867,0.003937
15.91135,0.281099,0.003231
15.923578,0.290645,0.003275
15.935806,0.283888,0.003131
15.94803,0.284475,0.002928
15.960254,0.28645,0.003657
15.972475,0.286381,0.002921
15.984694,0.298185,0.00299
15.99691,0.294377,0.002744
16.009125,0.294842,0.003085
16.021339,0.303296,0.004056
16.033548,0.292182,0.002627
16.045757,0.293904,0.002797
16.057964,0.299652,0.003303
16.070168,0.292758,0.00473
16.082371,0.298579,0.003082
16.09425,0.292163,0.003075
16.106398,0.295675,0.025074
16.118593,0.309178,0.00374
16.130787,0.294891,0.004328
16.142979,0.301042,0.003701
16.155169,0.296069,0.003831
16.167356,0.295064,0.004479
16.179543,0.298675,0.004336
16.191727,0.299644,0.004828
16.203583,0.303921,0.004059
16.215763,0.303082,0.003763
16.227942,0.306625,0.004526
16.240116,0.301078,0.00565
16.252291,0.309644,0.004249
16.264462,0.300139,0.004337
16.27663,0.312951,0.005602
16.288799,0.311375,0.005306
16.300964,0.298615,0.005019
16.313128,0.313004,0.005338
16.325291,0.29827,0.005392
16.337448,0.303764,0.005523
16.349606,0.319949,0.005139
16.361763,0.30475,0.005151
16.373917,0.313258,0.004878
16.386066,0.315141,0.005131
16.398216,0.313147,0.005366
16.410364,0.303526,0.004789
16.42251,0.324847,0.140018
16.434654,0.323746,0.006655
16.446796,0.316741,0.005124
16.458935,0.295564,0.07966
16.471073,0.322494,0.005565
16.483208,0.318906,0.005904
16.495316,0.306314,0.006081
16.500284,0.311977,0.027874
16.513622,0.335799,0.114681
16.52696,0.316788,0.00597
16.539913,0.316447,0.004672
16.553246,0.311567,0.005124
16.566574,0.308288,0.005525
16.579903,0.319071,0.005872
16.593227,0.316966,0.005008
16.60655,0.319394,0.006565
16.619871,0.315392,0.005939
16.63319,0.318574,0.006209
16.646505,0.317025,0.005649
16.659821,0.323639,0.006845
16.673134,0.334278,0.008554
16.686478,0.316134,0.005884
16.699787,0.320161,0.007508
16.713127,0.325602,0.004244
16.726429,0.332873,0.003198
16.739731,0.327024,0.003456
16.753031,0.327153,0.065513
16.766327,0.332336,0.004137
16.779621,0.324727,0.005501
16.792912,0.327867,0.004073
16.805811,0.332826,0.003997
16.819098,0.324669,0.004164
16.832382,0.33421,0.004434
16.845665,0.333876,0.005174
16.858946,0.318278,0.005748
16.87183,0.337894,0.005279
16.885105,0.336144,0.005588
16.89838,0.340763,0.005188
16.91165,0.335308,0.00503
16.924919,0.342911,0.004654
16.938185,0.333877,0.004082
16.95145,0.335647,0.004962
16.96471,0.333468,0.005098
16.97797,0.338661,0.004619
16.991228,0.343022,0.004966
17.004484,0.332232,0.003565
17.017738,0.343167,0.005259
17.030989,0.341174,0.004044
17.044237,0.349224,0.118863
17.057484,0.344314,0.003601
17.070728,0.348412,0.004151
17.083969,0.342669,0.009437
17.09721,0.346527,0.007814
17.110449,0.352114,0.003423
17.123684,0.341262,0.004251
17.136917,0.342998,0.003533
17.150148,0.347561,0.003759
17.162975,0.337374,0.03197
17.176201,0.348304,0.004225
17.189426,0.344881,0.004931
17.202648,0.347506,0.004975
17.215868,0.353839,0.005292
17.228682,0.346695,0.005225
17.241896,0.359957,0.004543
17.255108,0.346841,0.004201
17.268318,0.345343,0.005393
17.281528,0.345445,0.005697
17.294735,0.350833,0.006009
17.307938,0.357424,0.005744
17.32114,0.354311,0.005414
17.334339,0.349526,0.03043
17.347538,0.366866,0.005173
17.360733,0.346469,0.004892
17.373928,0.359486,0.004274
17.387117,0.356985,0.003775
17.400307,0.35602,0.004818
17.413494,0.355358,0.00399
17.426678,0.359782,0.00401
17.439861,0.35381,0.003578
17.453041,0.356053,0.003431
17.466219,0.356511,0.00401
17.479393,0.352591,0.00441
17.492569,0.360697,0.00415
17.505741,0.357471,0.004813
17.518496,0.367618,0.006068
17.531662,0.359033,0.00529
17.544827,0.364646,0.005128
17.557989,0.366132,0.005649
17.570734,0.367609,0.005644
17.584309,0.369853,0.006362
17.597466,0.374173,0.007734
17.610161,0.366605,0.005547
17.62331,0.375171,0.007102
17.636417,0.385078,0.008777
17.649565,0.371398,0.006767
17.662708,0.360353,0.005398
17.67585,0.375014,0.007211
17.688992,0.36543,0.006897
17.702129,0.374479,0.005538
17.715267,0.373512,0.00675
17.728401,0.381116,0.005207
17.741531,0.372731,0.004546
17.754662,0.36595,0.005434
17.76779,0.378545,0.005118
17.780914,0.374222,0.006984
17.794039,0.385803,0.004318
17.807159,0.36154,0.00444
17.820278,0.378047,0.004839
17.833397,0.376649,0.00501
17.846512,0.363917,0.004418
17.859623,0.373143,0.005176
17.872734,0.38639,0.004401
17.885843,0.366809,0.004589
17.898523,0.381051,0.006028
17.912579,0.380884,0.004594
17.927101,0.391702,0.005277
17.94162,0.388759,0.005154
17.955647,0.380679,0.007687
17.970161,0.384154,0.005972
17.984673,0.393136,0.007263
17.99918,0.391465,0.00818
18.013195,0.393737,0.006483
18.027699,0.390903,0.005622
18.0422,0.394755,0.005795
18.056698,0.394663,0.006458
18.071194,0.391396,0.005616
18.08569,0.393742,0.005504
18.10018,0.395248,0.006257
18.11467,0.403376,0.008818
18.129154,0.388262,0.006617
18.143639,0.400776,0.006922
18.158121,0.394484,0.006042
18.1726,0.400058,0.006556
18.187077,0.390712,0.007203
18.201611,0.401239,0.007351
18.216084,0.393735,0.007308
18.229994,0.400647,0.008476
18.244579,0.410038,0.005401
18.259045,0.401947,0.005944
18.273506,0.393476,0.007718
18.287966,0.400291,0.008373
18.301922,0.403227,0.007546
18.316376,0.396805,0.006873
18.330826,0.395964,0.006366
18.345276,0.407171,0.005967
18.359724,0.404976,0.004732
18.374168,0.402356,0.005294
18.388611,0.40028,0.006086
18.403051,0.406695,0.005349
18.417488,0.405694,0.004784
18.431923,0.403453,0.003499
18.446358,0.41601,0.004525
18.460787,0.412937,0.004059
18.475216,0.402338,0.004035
18.489643,0.43252,0.149408
