wavelength,flux,sigma
13.3398,0.189278,0.00222
13.350525,0.190727,0.002923
13.36124,0.190225,0.003433
13.371954,0.191777,0.003187
13.382666,0.191405,0.007007
13.393375,0.188383,0.003819
13.404084,0.187334,0.003118
13.414791,0.191834,0.0841
13.425495,0.195943,0.002255
13.436197,0.191796,0.003921
13.446898,0.192202,0.003546
13.45741,0.188664,0.003297
13.468107,0.193892,0.002094
13.478803,0.192341,0.003713
13.489496,0.193333,0.003753
13.500188,0.191552,0.003208
13.510878,0.188575,0.003222
13.521565,0.192067,0.002114
13.532251,0.193958,0.003058
13.542935,0.193622,0.003663
13.553618,0.192807,0.003599
13.564299,0.190298,0.002227
13.574978,0.192807,0.003933
13.585655,0.191828,0.003499
13.596331,0.189668,0.004279
13.607004,0.190704,0.002988
13.617676,0.194462,0.003111
13.628345,0.191566,0.003433
13.639013,0.194102,0.002892
13.649488,0.192795,0.002854
13.660152,0.191925,0.00225
13.670815,0.196782,0.084786
13.681476,0.198023,0.003366
13.692135,0.198837,0.003402
13.702791,0.192532,0.00224
13.713448,0.19454,0.002763
13.7241,0.190822,0.002785
13.734752,0.198721,0.002149
13.745401,0.193855,0.002766
13.75605,0.193184,0.002684
13.766697,0.193136,0.002858
13.777341,0.198233,0.001977
13.787984,0.195496,0.002908
13.798624,0.193571,0.002473
13.809263,0.191796,0.00325
13.819901,0.19271,0.00312
13.830537,0.197973,0.00208
13.841171,0.201208,0.003173
13.851803,0.196458,0.002994
13.862432,0.201837,0.087335
13.873061,0.200677,0.002968
13.883688,0.199849,0.002769
13.894313,0.199714,0.002304
13.904936,0.196807,0.003435
13.915558,0.200093,0.002886
13.926176,0.200463,0.002365
13.936794,0.201619,0.002194
13.947411,0.199351,0.00285
13.958025,0.198216,0.002603
13.968637,0.200281,0.003028
13.979248,0.196396,0.0028
13.989857,0.203847,0.001901
14.000463,0.202538,0.002296
14.011068,0.200953,0.002123
14.021673,0.200122,0.002469
14.032274,0.202901,0.002711
14.042875,0.201551,0.004809
14.053473,0.198103,0.00259
14.06407,0.199676,0.002231
14.074664,0.191213,0.007867
14.085257,0.194522,0.002116
14.095848,0.197167,0.002414
14.106438,0.198512,0.002109
14.117025,0.198605,0.002052
14.127611,0.196783,0.00212
14.138195,0.200073,0.002358
14.148778,0.198428,0.002309
14.159359,0.198133,0.002576
14.169937,0.195293,0.002543
14.180515,0.20015,0.002615
14.191091,0.191085,0.003034
14.205001,0.204468,0.002523
14.216478,0.20461,0.003357
14.227953,0.200114,0.00349
14.239426,0.204292,0.002702
14.250896,0.199994,0.003051
14.262365,0.199039,0.002202
14.273833,0.202242,0.003112
14.285313,0.19717,0.003701
14.296789,0.210523,0.002468
14.30825,0.201337,0.003259
14.31971,0.202071,0.002465
14.331167,0.200839,0.002295
14.342623,0.205839,0.003054
14.354076,0.209728,0.002449
14.365528,0.203695,0.003227
14.376977,0.199663,0.007122
14.388425,0.199027,0.00312
14.39987,0.207067,0.002712
14.411314,0.204993,0.00192
14.422756,0.205557,0.003157
14.434196,0.202831,0.003124
14.445634,0.204222,0.00403
14.45707,0.206326,0.003208
14.468504,0.2076,0.00303
14.479937,0.208634,0.008974
14.491125,0.205769,0.003031
14.502553,0.199995,0.005267
14.51398,0.210142,0.003877
14.525404,0.203127,0.003386
14.536826,0.208207,0.003571
14.548246,0.201361,0.003588
14.559665,0.197266,0.076985
14.571081,0.20287,0.003686
14.582496,0.210986,0.090525
14.593908,0.2103,0.082518
14.605075,0.20284,0.01347
14.616484,0.204343,0.003328
14.62789,0.20274,0.06583
14.639295,0.203293,0.002803
14.650697,0.20884,0.002983
14.662098,0.207158,0.00295
14.673496,0.204803,0.003587
14.684894,0.208965,0.002986
14.696289,0.20762,0.00277
14.707682,0.208457,0.002896
14.719073,0.206609,0.003225
14.730462,0.204356,0.002474
14.74185,0.202814,0.002867
14.753235,0.204944,0.002627
14.764618,0.206745,0.002077
14.776001,0.208986,0.003291
14.78738,0.210399,0.002264
14.798758,0.206595,0.002241
14.810133,0.204968,0.002542
14.821507,0.214488,0.002225
14.83288,0.207511,0.002225
14.84425,0.209791,0.002074
14.855618,0.210573,0.00217
14.866984,0.211339,0.003142
14.878349,0.208501,0.002227
14.889711,0.215292,0.00201
14.901073,0.213743,0.002556
14.912432,0.211066,0.036508
14.923788,0.218719,0.003096
14.935143,0.218508,0.002229
14.946496,0.216134,0.003541
14.957848,0.226599,0.003664
14.969196,0.230479,0.002642
14.980544,0.224336,0.003552
14.99189,0.216289,0.003378
15.003233,0.210797,0.00297
15.014575,0.214186,0.004463
15.025915,0.209857,0.004183
15.037252,0.210637,0.004288
15.048589,0.209391,0.004495
15.059923,0.213689,0.004238
15.071256,0.209957,0.004484
15.082586,0.212656,0.004522
15.093915,0.2095,0.005701
15.105242,0.207971,0.005028
15.116566,0.207287,0.004379
15.12789,0.215092,0.007748
15.13921,0.218834,0.0056
15.15053,0.213003,0.004336
15.161847,0.211311,0.00558
15.172903,0.219565,0.004795
15.184216,0.212713,0.006979
15.195528,0.209818,0.004391
15.211985,0.215562,0.003207
15.224035,0.220314,0.003216
15.236382,0.214322,0.003881
15.248726,0.214656,0.004139
15.261067,0.221344,0.004474
15.273407,0.221529,0.004362
15.285789,0.214378,0.004136
15.298124,0.216331,0.005234
15.310159,0.2177,0.003742
15.322489,0.2256,0.005173
15.334818,0.222647,0.004148
15.347145,0.218799,0.003953
15.35947,0.222076,0.003417
15.371793,0.2196,0.002605
15.384113,0.21715,0.003371
15.396431,0.220709,0.003692
15.408748,0.228086,0.003627
15.421062,0.229571,0.003115
15.433374,0.224808,0.002819
15.445684,0.229126,0.003104
15.457993,0.222982,0.002847
15.470299,0.223777,0.002326
15.482602,0.228037,0.002851
15.494904,0.222844,0.002594
15.507204,0.226463,0.002801
15.519501,0.228258,0.002614
15.531797,0.223604,0.00236
15.54409,0.227435,0.002443
15.556381,0.234658,0.003018
15.56867,0.234065,0.002268
15.580958,0.231553,0.00277
15.593243,0.226261,0.002499
15.605526,0.227809,0.002479
15.617499,0.226774,0.003268
15.629778,0.232546,0.003448
15.642055,0.227672,0.003047
15.654329,0.226402,0.003418
15.666601,0.229301,0.004554
15.678919,0.226912,0.004319
15.691188,0.229752,0.004165
15.703454,0.227948,0.002773
15.715718,0.227279,0.004338
15.727981,0.228571,0.003639
15.74024,0.233956,0.004483
15.752186,0.233467,0.003142
15.764441,0.230973,0.003962
15.776695,0.236782,0.003727
15.788947,0.235995,0.003282
15.801196,0.234978,0.003729
15.813444,0.233378,0.002566
15.825689,0.233825,0.002068
15.837933,0.233901,0.002662
15.850174,0.234161,0.002005
15.862413,0.23677,0.002319
15.874651,0.23722,0.002137
15.886887,0.236563,0.002421
15.899118,0.23919,0.003057
15.91135,0.232585,0.002157
15.923578,0.237247,0.003344
15.935806,0.238539,0.002883
15.94803,0.23931,0.004182
15.960254,0.235897,0.00493
15.972475,0.237236,0.004818
15.984694,0.241255,0.004671
15.99691,0.2455,0.003813
16.009125,0.242135,0.004547
16.021339,0.247248,0.003656
16.033548,0.242199,0.003585
16.045757,0.241809,0.005164
16.057964,0.247222,0.00431
16.070168,0.243921,0.009882
16.082371,0.243357,0.003892
16.09425,0.239933,0.003998
16.106398,0.240421,0.016236
16.118593,0.255103,0.003414
16.130787,0.244157,0.003271
16.142979,0.239258,0.003426
16.155169,0.243081,0.003452
16.167356,0.243775,0.003655
16.179543,0.23287,0.003259
16.191727,0.249558,0.004103
16.203583,0.247481,0.003334
16.215763,0.242572,0.003989
16.227942,0.24952,0.003723
16.240116,0.24086,0.005893
16.252291,0.245583,0.004134
16.264462,0.248463,0.004398
16.27663,0.246089,0.004883
16.288799,0.243937,0.004224
16.300964,0.244278,0.004106
16.313128,0.25255,0.004639
16.325291,0.243743,0.003824
16.337448,0.244273,0.00453
16.349606,0.253172,0.003999
16.361763,0.240271,0.083695
16.373917,0.245795,0.004281
16.386066,0.25585,0.003751
16.398216,0.250402,0.003609
16.410364,0.243598,0.003409
16.42251,0.262838,0.091855
16.434654,0.255291,0.004545
16.446796,0.249195,0.003581
16.458935,0.241205,0.058744
16.471073,0.266397,0.004442
16.483208,0.246788,0.005439
16.495316,0.23948,0.005203
16.500284,0.246475,0.025308
16.513622,0.26997,0.094669
16.52696,0.253164,0.006172
16.539913,0.258237,0.005014
16.553246,0.257617,0.005327
16.566574,0.259502,0.004794
16.579903,0.255238,0.004992
16.593227,0.258133,0.005196
16.60655,0.259656,0.004568
16.619871,0.258809,0.004344
16.63319,0.252938,0.004023
16.646505,0.259945,0.00468
16.659821,0.260558,0.005019
16.673134,0.265612,0.00502
16.686478,0.257198,0.004113
16.699787,0.257907,0.004735
16.713127,0.258464,0.003157
16.726429,0.261491,0.003741
16.739731,0.259028,0.003997
16.753031,0.258992,0.004612
16.766327,0.260268,0.004837
16.779621,0.258401,0.005917
16.792912,0.256378,0.00543
16.805811,0.263002,0.00428
16.819098,0.256715,0.005292
16.832382,0.271293,0.005784
16.845665,0.265025,0.005218
16.858946,0.258443,0.005812
16.87183,0.26557,0.004797
16.885105,0.264695,0.005131
16.89838,0.269232,0.003421
16.91165,0.264215,0.003918
16.924919,0.269047,0.004262
16.938185,0.262262,0.003618
16.95145,0.267948,0.002739
16.96471,0.270418,0.003579
16.97797,0.269768,0.002972
16.991228,0.272699,0.002943
17.004484,0.264356,0.003021
17.017738,0.265933,0.003241
17.030989,0.26752,0.002535
17.044237,0.268632,0.078112
17.057484,0.267202,0.002869
17.070728,0.272918,0.003402
17.083969,0.270198,0.012486
17.09721,0.270727,0.00393
17.110449,0.275335,0.004534
17.123684,0.269081,0.004682
17.136917,0.272649,0.003205
17.150148,0.271227,0.005084
17.162975,0.259959,0.030088
17.176201,0.271223,0.006732
17.189426,0.267046,0.005469
17.202648,0.271911,0.004893
17.215868,0.273568,0.004725
17.228682,0.26973,0.004618
17.241896,0.275552,0.004308
17.255108,0.272674,0.016755
17.268318,0.272873,0.004034
17.281528,0.271802,0.004599
17.294735,0.275445,0.004987
17.307938,0.2816,0.004223
17.32114,0.27621,0.004559
17.334339,0.274623,0.003245
17.347538,0.280211,0.002452
17.360733,0.266767,0.002438
17.373928,0.283687,0.003203
17.387117,0.283341,0.003236
17.400307,0.286618,0.003131
17.413494,0.278018,0.002764
17.426678,0.27838,0.002882
17.439861,0.275356,0.003173
17.453041,0.273446,0.004304
17.466219,0.27119,0.004609
17.479393,0.274372,0.004888
17.492569,0.288076,0.004873
17.505741,0.2815,0.005838
17.518496,0.292631,0.007016
17.531662,0.275544,0.006501
17.544827,0.282234,0.005549
17.557989,0.281275,0.005808
17.570734,0.283521,0.005557
17.584309,0.283954,0.007317
17.597466,0.286819,0.00817
17.610161,0.287888,0.010276
17.62331,0.286972,0.006742
17.636417,0.299177,0.007476
17.649565,0.284538,0.006558
17.662708,0.283196,0.004113
17.67585,0.288222,0.006454
17.688992,0.287678,0.005382
17.702129,0.28095,0.003768
17.715267,0.288284,0.005897
17.728401,0.287041,0.0033
17.741531,0.288361,0.002925
17.754662,0.283473,0.003888
17.76779,0.294988,0.003953
17.780914,0.285982,0.005765
17.794039,0.291985,0.004451
17.807159,0.268878,0.003694
17.820278,0.29267,0.004126
17.833397,0.28961,0.005871
17.846512,0.277137,0.004004
17.859623,0.290062,0.007754
17.872734,0.291257,0.00671
17.885843,0.27641,0.006262
17.898523,0.298708,0.006155
17.912579,0.303516,0.005229
17.927101,0.311322,0.004987
17.94162,0.31632,0.00647
17.955647,0.294566,0.00664
17.970161,0.301169,0.00675
17.984673,0.300538,0.007618
17.99918,0.297477,0.008949
18.013195,0.301489,0.00595
18.027699,0.301604,0.004699
18.0422,0.300133,0.00609
18.056698,0.309544,0.005421
18.071194,0.300685,0.003482
18.08569,0.29902,0.003365
18.10018,0.31293,0.005503
18.11467,0.309506,0.006461
18.129154,0.305127,0.004901
18.143639,0.310157,0.004418
18.158121,0.308439,0.003738
18.1726,0.310955,0.004333
18.187077,0.306575,0.005328
18.201611,0.308142,0.003784
18.216084,0.301982,0.005387
18.229994,0.307493,0.00534
18.244579,0.310055,0.005498
18.259045,0.305971,0.005095
18.273506,0.301619,0.00752
18.287966,0.306488,0.007779
18.301922,0.312828,0.006593
18.316376,0.313275,0.004582
18.330826,0.306773,0.004237
18.345276,0.311117,0.004347
18.359724,0.310573,0.003613
18.374168,0.314615,0.003919
18.388611,0.320711,0.003854
18.403051,0.320804,0.003462
18.417488,0.315206,0.003584
18.431923,0.312216,0.004207
18.446358,0.314107,0.00436
18.460787,0.315915,0.004447
18.475216,0.309814,0.004258
18.489643,0.324553,0.104472
18.504065,0.314932,0.00609
