,wavelength,flux,sigma,order
267,22.28301,0.129156,0.016012000000000002,4.0
268,22.452360000000002,0.128728,0.016043,4.0
269,22.621719,0.131697,0.024031,4.0
270,22.791071,0.132191,0.018629,4.0
271,22.96043,0.13136,0.011186,4.0
272,23.12978,0.13739400000000002,0.00998,4.0
273,23.299129,0.126849,0.013026,4.0
274,23.468491,0.127147,0.014691,4.0
275,23.63784,0.132995,0.01522,4.0
276,23.80719,0.13383299999999998,0.011067,4.0
277,23.976549,0.135546,0.010886,4.0
278,24.145901000000002,0.134073,0.02162,4.0
279,24.315260000000002,0.138955,0.020505000000000002,4.0
280,24.48461,0.141545,0.017587000000000002,4.0
281,24.653959,0.134378,0.017013,4.0
282,24.823320000000002,0.131685,0.012796,4.0
283,24.99267,0.13443,0.012444,4.0
284,25.162020000000002,0.135346,0.020263,4.0
285,25.331381,0.125094,0.013213999999999998,4.0
286,25.500731,0.127572,0.013352000000000001,4.0
287,25.67009,0.131734,0.017079,4.0
288,25.839439000000002,0.13650299999999999,0.012116,4.0
289,26.008789,0.134493,0.017835,4.0
290,26.17815,0.135685,0.012218000000000001,4.0
291,26.3475,0.13605899999999999,0.023543,4.0
292,26.51685,0.14080499999999999,0.010577,4.0
293,26.686211,0.13883900000000002,0.009969,4.0
294,26.855559999999997,0.13680799999999999,0.030108,4.0
295,27.02492,0.136482,0.012542,4.0
296,27.194269,0.13653099999999999,0.034685,4.0
297,27.363621000000002,0.138924,0.010434,4.0
298,27.53298,0.13886500000000002,0.030432,4.0
299,27.70233,0.139044,0.017093,4.0
300,27.871678999999997,0.13859200000000002,0.021831,4.0
301,28.041040000000002,0.13833299999999998,0.019393,4.0
302,28.210390000000004,0.14585599999999999,0.01344,4.0
303,28.379749,0.139453,0.012959,4.0
304,28.549101,0.136133,0.012995,4.0
305,28.718451,0.140472,0.012596,4.0
306,28.887809999999998,0.139716,0.019091999999999998,4.0
307,29.057159000000002,0.134902,0.01376,4.0
308,29.226509000000004,0.136324,0.016123,4.0
309,29.395870000000002,0.143621,0.027575,4.0
310,29.56522,0.140796,0.01807,4.0
311,29.734578999999997,0.13753900000000002,0.018058,4.0
312,29.903931,0.143544,0.01775,4.0
313,30.07328,0.14440999999999998,0.018563,4.0
314,30.24264,0.142991,0.024305,4.0
315,30.411989000000002,0.142644,0.017366999999999997,4.0
316,30.581341,0.150508,0.015965,4.0
317,30.7507,0.14588299999999998,0.039675999999999996,4.0
318,30.92005,0.150041,0.020161000000000002,4.0
319,31.089411,0.143467,0.017527,4.0
320,31.25876,0.14628,0.020816,4.0
321,31.428109999999997,0.148565,0.032619999999999996,4.0
322,31.597469,0.150755,0.043566,4.0
323,31.766821000000004,0.14549700000000002,0.021769,4.0
324,31.936171,0.145311,0.024855000000000002,4.0
325,32.10553,0.149426,0.025677,4.0
326,32.274879,0.155737,0.026268,4.0
327,32.444241,0.155897,0.040512,4.0
328,32.61359,0.156914,0.037045999999999996,4.0
329,32.78294,0.158198,0.026815,4.0
330,32.952301,0.162985,0.028973000000000002,4.0
331,33.121651,0.16883399999999998,0.038675,4.0
332,33.291,0.169545,0.033836,4.0
333,33.460361,0.164884,0.033001,4.0
334,33.629711,0.16153299999999998,0.050719,4.0
335,33.799068,0.16404200000000002,0.048161,4.0
336,33.968418,0.169052,0.047488,4.0
337,34.137772,0.159484,0.076502,4.0
338,34.307128999999996,0.161166,0.04225,4.0
339,34.476479,0.162875,0.044996,4.0
340,34.645828,0.167909,0.046649,4.0
341,34.815189000000004,0.15851500000000002,0.04925,4.0
342,34.984539,0.114597,0.061644000000000004,4.0
343,35.1539,0.150114,0.074773,4.0
344,35.32325,0.158407,0.062079999999999996,4.0
345,35.492599,0.14868499999999998,0.077642,4.0
346,35.661961,0.156408,0.10122,4.0
347,35.831309999999995,0.14873599999999998,0.101141,4.0
348,36.000659999999996,0.168436,0.115409,4.0
349,36.170021000000006,0.20750900000000003,0.099549,4.0
350,36.339371,0.22135300000000002,0.12021,4.0
351,36.508732,0.174843,0.10772799999999999,4.0
352,36.678082,0.166914,0.131613,4.0
353,36.847431,0.149255,0.153106,4.0
354,37.016788,0.165139,0.15603699999999998,4.0
355,37.186138,0.22465500000000002,0.153224,4.0
356,37.355492,0.166374,0.393402,4.0
